geneID	gff_annotation	gff_annotation2
113034030	LOC113034030	ankyrin repeat domain-containing protein 34B-like
113033795	fam151b	family with sequence similarity 151 member B
113032975	zfr	zinc finger RNA binding protein%2C transcript variant X1
113032976	LOC113032976	uncharacterized LOC113032976
113033812	LOC113033812	ubiquinol-cytochrome-c reductase complex assembly factor 3%2C transcript variant X1
113033811	sub1	SUB1 homolog%2C transcriptional regulator%2C transcript variant X2
113033263	LOC113033263	proline-rich protein 36-like
113033264	LOC113033264	uncharacterized LOC113033264
113034015	npr3	natriuretic peptide receptor 3
113033063	pdzd2	PDZ domain containing 2%2C transcript variant X4
113033186	LOC113033186	Golgi phosphoprotein 3
113033185	LOC113033185	E3 ubiquitin-protein ligase DTX3L-like%2C transcript variant X3
113033175	LOC113033175	insulin gene enhancer protein ISL-1%2C transcript variant X1
113033176	LOC113033176	uncharacterized LOC113033176%2C transcript variant X2
113033177	LOC113033177	uncharacterized LOC113033177
113033178	LOC113033178	uncharacterized LOC113033178
113033578	LOC113033578	uncharacterized LOC113033578
113033951	ccdc125	coiled-coil domain containing 125%2C transcript variant X1
113033284	rad17	RAD17 checkpoint clamp loader component%2C transcript variant X2
113033285	ak6	adenylate kinase 6%2C transcript variant X2
113033622	ydjc	YdjC chitooligosaccharide deacetylase homolog%2C transcript variant X1
113034005	ube2l3	ubiquitin conjugating enzyme E2 L3%2C transcript variant X1
113033509	LOC113033509	E3 SUMO-protein ligase PIAS2-like
113034034	LOC113034034	AT-rich interactive domain-containing protein 3A-like
113034033	LOC113034033	AT-rich interactive domain-containing protein 3A-like%2C transcript variant X2
113033912	ptar1	protein prenyltransferase alpha subunit repeat containing 1
113033313	apba1	amyloid beta precursor protein binding family A member 1
113034017	fxn	frataxin%2C transcript variant X2
113033115	hmgcr	3-hydroxy-3-methylglutaryl-CoA reductase
113032946	abca2	ATP binding cassette subfamily A member 2%2C transcript variant X2
113033897	fut7	fucosyltransferase 7
113033861	npdc1	neural proliferation%2C differentiation and control 1
113033495	LOC113033495	niban-like protein 1
113033523	LOC113033523	syntaxin-binding protein 1-like%2C transcript variant X1
113033524	LOC113033524	uncharacterized LOC113033524
113033322	LOC113033322	whirlin-like%2C transcript variant X3
113034114	LOC113034114	NADPH oxidase activator 1-like%2C transcript variant X2
113033969	dpp7	dipeptidyl peptidase 7
113034326	LOC113034326	uncharacterized LOC113034326%2C transcript variant X2
113032917	LOC113032917	serine/threonine-protein phosphatase 6 catalytic subunit-like%2C transcript variant X2
113032918	LOC113032918	uncharacterized LOC113032918
113032919	LOC113032919	60S ribosomal protein L35
113032916	LOC113032916	golgin subfamily A member 1-like%2C transcript variant X2
113033569	LOC113033569	golgin subfamily A member 1-like%2C transcript variant X2
113034251	LOC113034251	60S ribosomal protein L35
113034047	LOC113034047	uncharacterized LOC113034047
113033802	olfml2a	olfactomedin like 2A
113032938	nr6a1	nuclear receptor subfamily 6 group A member 1%2C transcript variant X1
113032940	LOC113032940	uncharacterized LOC113032940
113033212	LOC113033212	steroidogenic factor 1-like
113033213	adgrd2	adhesion G protein-coupled receptor D2%2C transcript variant X2
113033277	LOC113033277	uncharacterized LOC113033277
113034045	lhx2	LIM homeobox 2%2C transcript variant X3
113033870	LOC113033870	protein crumbs homolog 1-like
113033989	LOC113033989	uncharacterized LOC113033989
113033990	LOC113033990	zinc finger BED domain-containing protein 1-like
113033867	LOC113033867	uncharacterized LOC113033867
113033581	LOC113033581	tubulin beta-1 chain
113034028	LOC113034028	uncharacterized LOC113034028
113034093	LOC113034093	LIM domain transcription factor LMO4-B-like%2C transcript variant X1
113033534	LOC113033534	protein CYR61-like%2C transcript variant X2
113033461	fkbp15	FK506 binding protein 15%2C transcript variant X2
113033697	fgf17	fibroblast growth factor 17%2C transcript variant X2
113033566	LOC113033566	ectonucleoside triphosphate diphosphohydrolase 2-like
113033779	nelfb	negative elongation factor complex member B
113033983	LOC113033983	P2Y purinoceptor 2-like
113034167	LOC113034167	arrestin domain-containing protein 1-like
113034227	LOC113034227	glutathione hydrolase 5 proenzyme-like%2C transcript variant X2
113034229	LOC113034229	uncharacterized LOC113034229%2C transcript variant X2
113033403	dgcr8	DGCR8%2C microprocessor complex subunit
113033404	trmt2a	tRNA methyltransferase 2 homolog A%2C transcript variant X2
113034378	LOC113034378	transcription factor Adf-1-like
113033825	ranbp1	RAN binding protein 1
113034436	LOC113034436	small nucleolar RNA SNORA77
113033823	zdhhc8	zinc finger DHHC-type containing 8%2C transcript variant X1
113033824	pgam5	PGAM family member 5%2C mitochondrial serine/threonine protein phosphatase%2C transcript variant X1
113033822	ankle2	ankyrin repeat and LEM domain containing 2%2C transcript variant X3
113033535	golga3	golgin A3%2C transcript variant X2
113033273	LOC113033273	uncharacterized LOC113033273%2C transcript variant X1
113033274	chfr	checkpoint with forkhead and ring finger domains%2C transcript variant X3
113034148	fbrsl1	fibrosin like 1%2C transcript variant X3
113034138	LOC113034138	uncharacterized LOC113034138%2C transcript variant X2
113032959	galnt9	polypeptide N-acetylgalactosaminyltransferase 9
113033882	LOC113033882	ATPase family AAA domain-containing protein 1-A-like%2C transcript variant X1
113034242	LOC113034242	5-hydroxytryptamine receptor 7-like
113034057	piwil2	piwi like RNA-mediated gene silencing 2
113033740	LOC113033740	uncharacterized LOC113033740%2C transcript variant X2
113033497	LOC113033497	tankyrase-1%2C transcript variant X1
113033837	idua	iduronidase%2C alpha-L-
113033838	LOC113033838	purpurin-like
113033839	LOC113033839	uncharacterized LOC113033839
113032924	LOC113032924	potassium voltage-gated channel subfamily V member 2-like
113034225	tmem150a	transmembrane protein 150A
113033104	rnf181	ring finger protein 181
113033101	LOC113033101	paxillin-like%2C transcript variant X2
113033102	ctu1	cytosolic thiouridylase subunit 1
113033103	crybb2	crystallin beta B2%2C transcript variant X1
113034350	crybb3	crystallin beta B3
113033331	LOC113033331	titin homolog
113033706	rnf10	ring finger protein 10
113033821	pop5	POP5 homolog%2C ribonuclease P/MRP subunit
113033820	unc119b	unc-119 lipid binding chaperone B
113033981	c12h12orf43	chromosome 12 C12orf43 homolog
113033980	hnf1a	HNF1 homeobox A
113033633	msi1	musashi RNA binding protein 1%2C transcript variant X3
113033884	LOC113033884	transmembrane protein 233-like
113034208	LOC113034208	5'-AMP-activated protein kinase subunit beta-1-like
113033835	LOC113033835	phospholipase A2-like
113033628	pla2g1b	phospholipase A2 group IB
113033627	LOC113033627	C-type lectin domain family 10 member A-like%2C transcript variant X2
113033674	LOC113033674	cytochrome c oxidase subunit 6A%2C mitochondrial
113033673	LOC113033673	uncharacterized LOC113033673
113033672	hps4	HPS4%2C biogenesis of lysosomal organelles complex 3 subunit 2%2C transcript variant X2
113033785	LOC113033785	uncharacterized LOC113033785
113033885	mlec	malectin%2C transcript variant X2
113034129	LOC113034129	calcium-binding protein 1-like%2C transcript variant X1
113034050	asphd2	aspartate beta-hydroxylase domain containing 2%2C transcript variant X2
113034305	LOC113034305	glutathione hydrolase 5 proenzyme-like
113033286	LOC113033286	gonadotropin subunit beta-2-like
113033852	LOC113033852	kelch-like protein 10
113033836	LOC113033836	glutathione hydrolase 5 proenzyme-like
113034276	LOC113034276	glutathione hydrolase 5 proenzyme-like%2C transcript variant X2
113033840	LOC113033840	fatty acid synthase-like
113033739	LOC113033739	uncharacterized LOC113033739%2C transcript variant X16
113034367	LOC113034367	fatty acid synthase-like
113033669	LOC113033669	ribosomal biogenesis protein LAS1L-like
113034122	LOC113034122	uncharacterized LOC113034122
113034164	LOC113034164	vesicle-associated membrane protein 5-like
113033087	gcn1	GCN1%2C eIF2 alpha kinase activator homolog
113033883	rab35	RAB35%2C member RAS oncogene family%2C transcript variant X2
113033466	bicdl1	BICD family like cargo adaptor 1%2C transcript variant X3
113033464	LOC113033464	citron Rho-interacting kinase-like%2C transcript variant X2
113033467	LOC113033467	uncharacterized LOC113033467
113033465	mtmr3	myotubularin related protein 3%2C transcript variant X6
113032968	cux2	cut like homeobox 2%2C transcript variant X5
113034175	LOC113034175	myosin regulatory light chain 2%2C ventricular/cardiac muscle isoform
113034402	ppp1cc	protein phosphatase 1 catalytic subunit gamma
113034403	pptc7	PTC7 protein phosphatase homolog
113034401	rad9b	RAD9 checkpoint clamp component B
113033828	LOC113033828	ubiquitin-conjugating enzyme E2 G1-like
113032948	anapc7	anaphase promoting complex subunit 7
113032947	LOC113032947	sarcoplasmic/endoplasmic reticulum calcium ATPase 2-like%2C transcript variant X2
113033127	ift81	intraflagellar transport 81
113033125	LOC113033125	breakpoint cluster region protein-like%2C transcript variant X1
113033583	specc1l	sperm antigen with calponin homology and coiled-coil domains 1 like
113034241	adora2a	adenosine A2a receptor%2C transcript variant X1
113033842	c12h22orf15	chromosome 12 C22orf15 homolog%2C transcript variant X1
113033452	upb1	beta-ureidopropionase 1%2C transcript variant X1
113033453	gucd1	guanylyl cyclase domain containing 1
113033451	p2rx4	purinergic receptor P2X 4%2C transcript variant X5
113033450	LOC113033450	zinc finger and BTB domain-containing protein 26-like
113034084	LOC113034084	sushi domain-containing protein 1-like%2C transcript variant X1
113033725	LOC113033725	paralemmin-2-like%2C transcript variant X2
113034244	LOC113034244	uncharacterized LOC113034244
113034245	LOC113034245	immediate early response 3-interacting protein 1
113033248	LOC113033248	mothers against decapentaplegic homolog 2%2C transcript variant X2
113033247	LOC113033247	low-density lipoprotein receptor-related protein 2-like%2C transcript variant X1
113033881	LOC113033881	proline-rich receptor-like protein kinase PERK12
113033297	rchy1	ring finger and CHY zinc finger domain containing 1
113034443	trnag-ccc	tRNA-Gly
113033296	LOC113033296	nucleolysin TIA-1-like
113033584	LOC113033584	uncharacterized LOC113033584%2C transcript variant X3
113033585	LOC113033585	uncharacterized LOC113033585
113033586	LOC113033586	uncharacterized LOC113033586
113033587	LOC113033587	uncharacterized LOC113033587
113033588	LOC113033588	uncharacterized LOC113033588
113033589	LOC113033589	uncharacterized LOC113033589
113033590	LOC113033590	uncharacterized LOC113033590
113034221	znf703	zinc finger protein 703
113033705	LOC113033705	erlin-2
113033718	LOC113033718	cholesterol 25-hydroxylase-like protein
113033658	LOC113033658	bone morphogenetic protein 10-like
113033219	arhgap25	Rho GTPase activating protein 25%2C transcript variant X1
113033220	LOC113033220	phosphatidate cytidylyltransferase 2-like
113034046	LOC113034046	low molecular weight neuronal intermediate filament-like
113033379	mxd1	MAX dimerization protein 1%2C transcript variant X2
113033421	snrnp27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
113033420	LOC113033420	beta-adducin-like%2C transcript variant X6
113034379	LOC113034379	factor in the germline alpha-like
113033281	LOC113033281	hexokinase-2-like%2C transcript variant X2
113033965	LOC113033965	neuropeptide FF receptor 1-like
113033688	LOC113033688	putative ATP-dependent RNA helicase TDRD12
113033687	LOC113033687	zinc finger CCHC domain-containing protein 12-like
113033997	LOC113033997	uncharacterized LOC113033997
113033844	LOC113033844	methylcytosine dioxygenase tet3-like%2C transcript variant X3
113033845	ap3m2	adaptor related protein complex 3 subunit mu 2
113033015	kat6a	lysine acetyltransferase 6A%2C transcript variant X1
113033776	cdca2	cell division cycle associated 2%2C transcript variant X2
113033984	sema4c	semaphorin 4C%2C transcript variant X1
113034454	trnai-uau	tRNA-Ile
113034163	LOC113034163	uncharacterized LOC113034163
113033359	LOC113033359	uncharacterized LOC113033359
113033354	tbx1	T-box 1%2C transcript variant X1
113033357	LOC113033357	uncharacterized LOC113033357
113033356	gnb1l	G protein subunit beta 1 like%2C transcript variant X1
113033358	LOC113033358	uncharacterized LOC113033358
113033631	txnrd2	thioredoxin reductase 2
113033152	arvcf	ARVCF%2C delta catenin family member%2C transcript variant X4
113033685	tango2	transport and golgi organization 2 homolog%2C transcript variant X1
113033904	LOC113033904	uncharacterized LOC113033904%2C transcript variant X2
113034376	LOC113034376	uncharacterized LOC113034376%2C transcript variant X2
113033293	LOC113033293	piggyBac transposable element-derived protein 4-like
113034231	LOC113034231	uncharacterized LOC113034231
113033294	LOC113033294	uncharacterized LOC113033294
113033468	LOC113033468	uncharacterized LOC113033468
113033469	LOC113033469	netrin receptor UNC5D-like%2C transcript variant X1
113033478	LOC113033478	uncharacterized LOC113033478
113033471	LOC113033471	uncharacterized LOC113033471%2C transcript variant X2
113033473	LOC113033473	tumor necrosis factor receptor superfamily member 10B-like
113033476	LOC113033476	cytochrome b ascorbate-dependent protein 3%2C transcript variant X3
113033481	golga7	golgin A7%2C transcript variant X2
113033475	LOC113033475	secreted frizzled-related protein 1-like
113033474	zmat4	zinc finger matrin-type 4
113033483	LOC113033483	uncharacterized LOC113033483%2C transcript variant X2
113033477	LOC113033477	uncharacterized LOC113033477%2C transcript variant X3
113033479	LOC113033479	transcriptional and immune response regulator-like
113033480	LOC113033480	histone H1-like
113033482	LOC113033482	zinc metalloproteinase-disintegrin-like crotastatin
113033966	LOC113033966	zinc metalloproteinase-disintegrin-like crotastatin
113033345	LOC113033345	serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform-like%2C transcript variant X1
113033234	vps37b	VPS37B%2C ESCRT-I subunit
113033233	abcb9	ATP binding cassette subfamily B member 9%2C transcript variant X2
113033306	ogfod2	2-oxoglutarate and iron dependent oxygenase domain containing 2
113033305	slc4a5	solute carrier family 4 member 5%2C transcript variant X2
113033829	LOC113033829	tetraspanin-15-like%2C transcript variant X2
113033261	LOC113033261	substance-P receptor-like%2C transcript variant X1
113033727	LOC113033727	uncharacterized LOC113033727
113034104	ncaph	non-SMC condensin I complex subunit H%2C transcript variant X2
